comment,mark
期待已久，深入浅出，符合预期，值得拥有。,4.0
讲得挺好的,5.0
很棒，老师讲得很好,5.0
12345,5.0
强啊，老师讲的非常好,5.0
从课程中学到很多，谢 谢老师。,4.0
老师讲的很到位,5.0
讲的很好，很实用的课程,5.0
上了几门课，很赞,5.0
"开头例子讲得很棒
",5.0
授课内容很棒，可以加上字幕就更好了。,5.0
学习了，收获很大。,5.0
很不错的一门课。,5.0
明哥很幽默 学到了很多,5.0
讲解的方式比较好，知识量比较丰富，重点突出，非常有实践性！,5.0
很受用，求职中会注意到一些细节。,5.0
学习课程种类多 学习方式方便  ,5.0
老师讲得好好啊,5.0
很全面，很贴近实际,5.0
幽默 实用,5.0
一直在困惑该从什么地方开始给学生们进行职业规划和就业指导，总觉得研三最后一年才开始太晚了，学生们都是医学生，课业压力很重，如果没有尽早的职业规划和就业指导，研三下学期开始搜索工作真的为时已晚。听了李明老师的课感觉茅塞顿开，非常落地务实，可以从研一研二开始给学生们灌输就业内容。感谢MOOC！,5.0
很有帮助。,5.0
"老师讲的东西很实际，一点儿也不假大空，受益非常多。
尤其是作为已经毕业求职很久的人来说，确实看到了自己在求职过程中出现的很多问题",4.0
非常好非常好,5.0
好啊好啊好啊,5.0
很棒哦，多多出些这样的学习哦,5.0
很棒，特别棒,5.0
非常好，增强了自己的知识点,5.0
真的很好看起来很充实,5.0
很好很好很好,5.0
还不错，因为还是了解到很多不知道的知识,5.0
学到了很多,5.0
超出预期了,5.0
非常无敌好,5.0
课程很好，可以提高自己的知识,5.0
课程内容安排合理 听不错的,5.0
好好好好好,5.0
很好，非常好,5.0
知道了人工智能对人类帮助,5.0
可以可以可以,5.0
不错很好哦,5.0
真是十分不错,5.0
111111,5.0
课程难度较高 视频讲解较快,3.0
好的，非常好。,5.0
、。。。。。。,5.0
找到了自己学习的乐园，希望学习资源越来越丰富，质量越来越高，更希望能有基础教育网课资源上线，让广大偏远地区的基础教育阶段的孩子也能享受到优质教育资源。,5.0
更了解计算机,5.0
使我拓展了更多的计算机知识,5.0
不好，非常不好，有些细节找不出!!!!!,5.0
不好，非常不好，有些细节找不出!!!!!,5.0
不好，非常不好，有些细节找不出!!!!!,5.0
好，很好，非常好,4.0
很好，内容丰富受益良多,5.0
对于生活中家庭网络使用的帮助很大,5.0
"乌拉拉拉拉
",5.0
非常不错，很实用,5.0
学会很多知识,4.0
学到很多知识,5.0
十分的 好,5.0
感觉非常的好,5.0
"讲的很好，收益了
",5.0
服务器安装不懂， 看了还是不懂。 系统性和逻辑性不够， 该要详细却没有详细。内容安排不怎么样。,1.0
很cool,5.0
非常适合业余爱好者,5.0
很基础，挺喜欢的,5.0
老师讲课很不错，挺有意思的,4.0
非常好的课程，对于ROS的课程网络上没有这么系统的讲过的。,5.0
网上ROS的课程很少，老师真的讲的很详细很好！拓展了视野！,5.0
"原来只知道有单片机上的linux,VxWorks,c/os，今天通过学习，我知道了有更要自动化中更实用的操作系统。感谢老师。",3.0
课程很生动，由浅入深！,5.0
"初步了解了ros，希望能通过学习能有所收获
",5.0
"非常感兴趣,现在也在往这个方向努力,现在在学内核驱动,前段时间一直想学人工智能方面的东西,可一直没机会,难得碰到,会坚持到最后的.",5.0
PC端也可以下载视频就好了,4.0
很好学习，阿。,5.0
觉得不错。,4.0
这个课程太有趣了。,5.0
"终于找到一门好的课程了，老师讲得真不错
",5.0
在Mooc学习这么久选的最棒的一次课了，喜欢老师的声音和讲课方式,5.0
讲的非常详细，能从全局高度讲解，比自学了解的更全面。,5.0
很好很新！！,5.0
老师，坐等第二课,5.0
"相当好，适合入门
",5.0
还没学完，但是感觉很棒,5.0
很好方法f,5.0
实用，很愉快的,5.0
老师讲课很幽默，很有料哦，哈哈,5.0
6666666,5.0
挺好的，受益匪浅。,5.0
开放、灵活、效率高,5.0
适合入职前学习,5.0
通过学习了解了很多知识,5.0
老师知识渊博、才华横溢、引经据典、联系实际、通俗易懂、深入浅出、风趣幽默、容易理解，受益匪浅！强烈推荐！,5.0
"慕课这一崭新的学习模式，在学习上给同学们带来了全新的体验。在学习过程中，不难发现，慕课确实有很多的优势：
　　<一>教学精简，内容丰富。
　　现在谈谈我们学生方面用得较多的两大块：课件、讨论区。在课件这一块，每一个教学视频都精简而深刻，一定程度上缓解学生的学习疲劳，并且还配套有相应的练习题，用以巩固知识。在讨论区，学生与老师之间，学生与学生之间可以进行交流，互相探讨，共同学习，共同进步。
　　<二>精简易懂，提高学习效率。
　　与传统的教学模式相比，慕课则是让我们在比较简短的时间内学到相同的知识，大大地提高了同学们的学习效率。
　　<三>方便学习，增加学习兴趣。
　　有了慕课，随时都是学习的好时候。只要有时间，同学们都可以随时在慕课上进行学习。如果在观看教学视频中有疑惑不明白之处，同学们还可以反复观看相关的视频，直至疑惑解除，完全掌握该学习内容。
　　这些优势，为同学们创造了很好的学习条件。对于爱学习，会学习的同学来说，这样的学习模式能够让他们更好地进行自我培训。但是慕课的自由性，对于部分同学来说，会助长他们的惰性，使得那些不够自主的同学，在学习进度上掉队了，这并不是一个好的现象。",5.0
对就业的相关信息有了新的了解,5.0
挺好的啊啊啊,5.0
内容饱满，有建设性意义！,5.0
李明老师幽默实用的课程讲座，使我受益匪浅，之前关于就业方面的信息量很少，几乎没有涉及到这部分，很多关于专业技能和职业选择更是一脸懵，通过21课时的学习，至少有了初步的认知，今后还要加深对这方面的学习。感谢李明老师。,5.0
"内容通俗易懂，接地气。
",5.0
收获很多实用技巧观点和方法,5.0
学到了很多。,5.0
老师讲得十分生动有趣,5.0
老师讲的很好，觉得自己需要提升的地方还有很多,5.0
好很好非常好,5.0
haibucu,5.0
很不错的平台，给我们学生提供了很好的学习环境与资源。,5.0
"挺好的这个
",5.0
"非常不错。
",5.0
不错，课程充实,5.0
感觉超棒的,5.0
"相当的棒啊
",5.0
不错哦。。。,4.0
不错不错哦,5.0
好好好好好,5.0
很好，很有帮助,5.0
zhengbucuo,5.0
很不错，很好的一门课  让我们更多的了解人工智能,5.0
深入浅出，收获颇丰,4.0
。。。。。。。,5.0
证书怎么申请啊,5.0
提纲挈领的介绍，常用的AI实际应用,4.0
非常不错，学到了有用的知识,5.0
"其实挺能了解AI在生活中应用的
",5.0
很好，对我的学习很有帮助,5.0
还可以，行吧,4.0
对信息化时代的人非常有用,5.0
"嘻嘻嘻6666
",5.0
"有很大的进步，值得使用
",5.0
都会，老师的视频不用看,5.0
谢谢老师们的分享，真是太好了。我都下载下了，在假期里要好好学习。,1.0
tinghaode,5.0
很不错，从中学到了很多有用的知识,4.0
对自己有很大的帮助,5.0
太难了...,4.0
很好  不理解的可以多次观看,5.0
厉害233,5.0
很不错，我觉得很棒,5.0
666666,5.0
66666666666666666,5.0
这个作业很好,4.0
很棒  给我很大的帮助,5.0
说难不难，说简单也不简单，信息时代，每个人都需要学好计算机。,5.0
"很好
很棒 很厉害
",5.0
增长知识学了,4.0
这个是ROS系列课程的开山之作,5.0
老师讲得仔细易懂。,5.0
"老师讲课生动有趣 赞一个
",5.0
还好，可以拓展一下思路。增加见识,5.0
相当实用哈,5.0
老师从各个方面给我们分析，给予就业指导，很实用，谢谢老师。,5.0
明哥语言诙谐，让人受益匪浅！,5.0
李明老师讲解慢慢的干货，大三暑假找工作的我能够学以致用了，好知识！！,5.0
"很受用
！！",5.0
讲的很认真,5.0
在实际中很有效,5.0
受益匪浅！,5.0
学到了很多新颖的东西,5.0
好好学习，天天向上,5.0
说了很多职场真相，很受用。但是李明老师很多例子啊可能比较针对在公司工作，经常做一些项目的一些人群。像我是刚入门酒店行业的，所以感觉还是和公司上班的不一样。加班常有的事情。但是还是体会挺多的。希望以后还会有更优质的课程呦。,5.0
非常棒，用课余时间来丰富自己，感觉特别充实，能量满满。,3.0
老师讲课很幽默！,5.0
对于入职的第一节课，老师说的非常到位，各环节讲的比较细致，值得拥有！,5.0
老师讲的内容非常实用，对于求职者，尤其是应届生求职者更有帮助！谢谢老师，也谢谢MOOC这个平台！,5.0
"老师言辞较为诙谐幽默，时而又尖锐、讽刺，一针见血，我很喜欢。
老师讲的内容十分有效，言语精炼简洁，但满满的宝藏，谢谢老师，让我们学习到了许多。
",5.0
很好，特别有益。,5.0
很受启发啊,5.0
很好，很棒的课程,5.0
很好的课程，老师讲的很好,5.0
获益匪浅，值得学习,5.0
课程内容很好，自己还需要再充充电,5.0
讲的真好，实用,5.0
人工智能，很棒的课程,5.0
该课程为我提供了很好的学习资料，让我了解到人工智能产业的前沿应用,5.0
受益匪浅！,5.0
学到特别多的东西,5.0
课程内容充实，很喜欢,5.0
以前就认为人工智能很复杂，不过通过这次的学习过后，我发现。。人工智能比我想象的复杂的多得多的。不过确实收获了不少关于这方面的知识，很有帮助！,5.0
"还可以，继续加油
",5.0
有了很多认识。,5.0
风趣幽默，气氛活跃,5.0
非常好，幽默风趣,5.0
已成熟的例子介绍的很棒,4.0
       随着时代的递进，科技的发展，人工智能已经对社会产生了深刻且广泛的影响。人工智能在潜移默化地改变人们的社交习惯和沟通方式，已成为新媒体时代不可逆转的潮流。,5.0
课程内容丰富，老师讲解详细，由浅入深。,5.0
很好，很有意义,5.0
感觉收获特别大,5.0
入门特别好,5.0
感受前沿技术，引领自我素质,5.0
机会是自己争取的,5.0
能让我更了解如何运用计算机,5.0
可以让我学习到很多有用的东西,5.0
挺好的!!!!,5.0
很好Dark中学习 斯巴拉西,5.0
先开始觉得很无聊，但后来发现很实用,5.0
太棒了，让我收获很多知识！,5.0
我本来是个电脑白痴，看了慕课的视频后，会了很多以前都不知道的小知识，很有用！,5.0
讲的太简单，还不够深入,4.0
"很好，让我更了解计算机了
",5.0
"很好让我收益很多

",5.0
使我对计算机认识的更深了,5.0
感觉还不错，也学习了很多关于计算机的知识。,4.0
棒！强烈推荐,5.0
很不错的，提升自己的知识,5.0
"提升知识。

",5.0
很棒！！！！,5.0
.....,5.0
很好非常好,5.0
非常好很好,5.0
技术可行，内容丰富，语言幽默，课程良心,5.0
更加系统，详细的了解了年轻人的就业情况,5.0
特别受启发，很感谢老师的讲解。,5.0
"看完了介绍篇，这是一个值得转发朋友圈的课程。没有满篇的理论指导，只有实际、可实施的接地气方法！
整个讲解思路清晰、案例详实、语言流畅，让你意犹未尽。
这是是求职前必读的一剂良药！强烈推荐！",5.0
职场必修课，满满的全是干货，非常实用。李明老师的发型不错。。。,5.0
明哥的课程非常适合在校大学生,5.0
为什么不早点让我看到，挺适合刚入职场的新人！,5.0
很棒 很棒 真正的就业指导课 ,5.0
幽默风趣，获益匪浅，希望能多出点类似的视频。,5.0
对于处于毕业季的我来说，获益匪浅，值得一看！！！,5.0
能正确的指导年轻人就业,4.0
学完以后，收获很大。,5.0
最近特别喜欢看，每天都看，很长见识，感谢有这么好的平台,5.0
介绍了大量的实际应用，很有参考价值。,5.0
很棒感觉学习到了一些业界前沿的技术和知识,5.0
要是有更多启发性延展内容就更好了,4.0
案例很好，如果能解决声音问题就很好。几个重量级的嘉宾也是让我大开眼界,5.0
"学到很多自己喜欢的知识
",5.0
很好。。。。。。,5.0
老师很认真,5.0
了解到了许多应用层面的东西，但是后面的课程我认为有些枯燥,4.0
课程好课程好,5.0
对人工智能在行业中的一些具体应用有了整体性的认识，比较清晰的了解到了人工智能现阶段发展的样子，收获很大，对自己帮助很大。,5.0
已经学完课程，很赞。,5.0
老师讲的很好,5.0
课程的内容很好，虽然有一些理论的东西不是很能懂，毕竟是新兴的技术。所以不管怎么说，都要好好学习。,5.0
想学习一些实际案例，再加一些简单的原理。,4.0
对当前的科技有了更深的理解。,5.0
该课程的所授内容都是是关于AI的应用，对于没有相关课程的同学也很适合！老师讲解也很仔细！,5.0
老师讲的很棒,5.0
课程非常好，平台也很好，特别是免费的！,5.0
可以大致了解AI的应用场景与现状,3.0
初步了解人工智能，可以更深刻理解和学习人工智能的基础,5.0
老师们都是来自中国的顶尖大学，在各自的领域都是顶尖的强者。本课程覆盖的知识面比较全，有生命科学的传统学科，也有最近几年比较热门的一些学科，如生物信息学。作为一门通识类课程，是非常值得学习的。,5.0
我的天呐 朱玉贤老师哇 考研抱的老师的书学了好久终于见到老师真人啦 好激动(✪▽✪),5.0
看到有朱玉贤老师和张雁云老师就直接参加了。老师们讲解的都很认真，课程内容广泛而深入，我一个生物专业的学生都听的津津有味(～￣▽￣)～ ,5.0
众星云集，精品中的精品。,5.0
信息量很大！老师讲课特别好，思路清晰,5.0
工作了30年，在大学生物学免费课程中学到了许多有用知识，谢谢了。,5.0
学完再去学每门具体的课程。,5.0
多位老师讲课幽默风趣，深入浅出，受益匪浅，谢谢各位老师！,5.0
本课程真的精彩，朱玉贤教授，张雁云教授（其他老师的课还没有听到）都是顶级大牛，能做他们的学生真是幸运,5.0
第二次上这门课了，感觉很不错,5.0
棒！特别棒！,5.0
不错，可以学到东西,4.0
大学没学好，重温一下，受益良多,5.0
很好，讲的的很好,5.0
朱老师讲的非常好，感谢朱老师搭建平台！,5.0
通过该门课程的学习，我对生物学的概念有了一个总体的观点。非常好的一门课，谢谢老师。,5.0
"大学课本上看到的朱玉贤教授和丁明孝教授终于可以听到他们的课了，真的太激动。
记得之前有幸在一次讲座中见到过丁明孝教授，散发着智者的光环。
能听到两位老师的课太太太激动了",5.0
非常好 。。。。。,5.0
老师教得很好，都来自顶尖的大学，比较通俗，虽然我是工科生但了解一些生物学的知识也非常值得。,5.0
各位老师讲的都十分容易理解，推荐大家学这个课,5.0
"手机上都都是白板
",3.0
让我学到很多知识,5.0
学了不少东西,4.0
好好好，真的好,5.0
还好，有学到很多东西,5.0
"good good
",5.0
很好，希望可以越来越好,5.0
讲师讲的非常好,5.0
henghao,5.0
课程很不错,5.0
很好，感觉学会了更多的知识弥补了更多的知识空白,1.0
很棒!!!!,5.0
好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5.0
我是一名不是很熟悉计算机的高中生，这些视频对我的帮助很大，学到了很多东西,5.0
很好啊！！！！,5.0
"知识很实用
",5.0
haihasoba,5.0
666666666,5.0
很棒很好很厉害！,5.0
"非常有利于学习
",5.0
非常好，浅显易懂,5.0
相对于一个介绍性质的课程来说，还是很不错的，不过老师的声音可以大一点啊,5.0
增加了对人工智能的认知，受益匪浅,5.0
"讲的挺不错
",4.0
刚听了几节课，觉得相比我以前的思维来说，现在思维更开阔了，全面许多,5.0
不错，对我很有启发,5.0
"非常好的课程

",5.0
内容充实有效，在互联网告诉发展，大数据的应用势在必行。,5.0
课程内容对于非理工科出生的文科生，还是很友好的。比较能够理解和接受。继续学习。,5.0
老师和蔼可亲，讲解细致入微。,5.0
了解到了 深度学习下的卷积神经网络以及人工智能最终形态增强学习。,4.0
此课程深入介绍了人工智能的历史轨迹和发展方向，对广阔知识面有很大帮助,5.0
授课内容易懂。,5.0
感觉学习的内容是我想要学习的内容,5.0
无与伦比的棒,5.0
收获很多，结合自己的专业知识，有启发！,5.0
课程内容可以,5.0
特别好，可惜学晚了,5.0
内容非常棒，从AI在产业中的应用视角反过来看为什么需要了解、学习、并应用AI。,5.0
very goog leasones,5.0
我觉得学到很多东西,5.0
非常适合快速更新知识，特别是前沿的。,5.0
1111111,5.0
灰常好，直观解释大学课程，当然也希望添加一两章关于研究进展，研究技术的介绍,5.0
老师真的很棒，感谢这些老师以及课程的组织者的付出！,5.0
朱老师说，林奈是一位非常有意思的科学家，那我想说，您是一位更加有意思的科学家，您让我体验到了生物中的乐趣！,5.0
提及了一些未知的概念，启发探索的欲望,5.0
各位男神齐出镜，简直赚到了,5.0
课程内容丰富，学到了许多生物学知识。很好，谢谢老师们！,4.0
因朱老师慕名而来，因各位老师满载而归,5.0
可以可以可以,5.0
没啥说的，广告吧,2.0
AR任重道远,5.0
"对于ARCore讲解的非常清楚，很吸引人
",5.0
helpful and practical !,5.0
课程设计的内容还是很棒的，可以学习到一些基本的知识理念，不过可惜的是国内用不了那些工具。,5.0
很好，有所启发，谢谢,5.0
"第一次听纯英文的课，讲得很好，让我对AR有了很多了解，希望继续学下去~
",5.0
挺有趣的 学会不会,3.0
very good,4.0
不咋地啊。,2.0
希望讲点怎么操作,3.0
全程外语，节奏有点快。,4.0
有点简单了,3.0
课程后期还更新吗,4.0
谢谢谢谢谢谢,4.0
让我从小白直观的认识了什么是AR,4.0
非常好！！！！,5.0
学到了很多,5.0
很好，很好，非常好,5.0
课程很实用，从基础的家庭网越变越深，每次学习都能收获不同的体会。,5.0
这个课程很好，强烈推荐,5.0
很棒太优秀了,5.0
233333333333,5.0
对我有很大的帮助,5.0
让我知道了不少计算机知识,5.0
真的很棒哦,5.0
还行的可以,5.0
............,5.0
很实用哦！,5.0
"还行，好就好在他真麻烦
",5.0
通过这门课程学到很多计算机网络知识，感觉为我们生活提供了很大的便利，老师讲的这些知识在生活中很实用，受益匪浅。,5.0
快活，真的快活,5.0
henhao,5.0
内容太过基础,5.0
very good,5.0
很全面，很有用,5.0
对于初学AI，这课程不错,5.0
通过课程，可以了解人工智能的最新研究成果的实际应用领域，以及将来的技术挑战，值得推荐。,5.0
拓宽了自己的视野，角度比较全面,5.0
内容新颖，有促进作用,5.0
课程很棒，老师讲的很细致。赞！,5.0
课程很不错,5.0
课程非常好,5.0
收获很大，老师辛苦啦^,5.0
让我懂了好多人工智能方面的知识，开拓了自己的思维想法,5.0
老师能结合实际工作经验来讲，对我们有很大的借鉴意义，能够很客观的理解AI应用的真实情况！,5.0
挺好的非常有帮助,5.0
学习了这门课程，我对人工智能有了更深的了解，对人工智能的发展和应用有了全面的认识,5.0
课程挺好的，就是老师讲课声音太小,5.0
可以提高学习兴趣,5.0
很好受益无穷,5.0
我爱上ai了,5.0
对于一个我这样一个初学者来说 ，好晦涩,5.0
是一门AI 入门型课程，没有深奥的理论，很好的引起学生对AI各种应用的感性认知，推荐小白通过这门课来体验AI的神秘面纱,5.0
棒！强烈推荐,5.0
很好的课程,5.0
这个计算机网络基础让我觉得受益良多 我学习到了以前都没有学习到的东西 让我感受颇大,5.0
我觉得慕课使我快乐,5.0
好，用的还不错。,5.0
很好的学习平台,5.0
学习的非常有效果，但是家里的网太差，老师讲课非常棒，我学到了很多。,5.0
很有帮助，学到了课上没学过的,5.0
"教学内容都很棒
",5.0
使我了解了关于计算机网络的知识。,5.0
"不错......

",5.0
     1111111,5.0
非常满意，支持继续努力！,5.0
奈斯奈斯奈斯,5.0
......,5.0
学到一些常用的小知识，很棒,5.0
"      uk, hdjug",5.0
真好真好真好真好真好真好真好真好真好真好真好,5.0
"nice good
",5.0
好校优秀你是金钱万能,5.0
太粗糙，太普通，没有学习欲望,3.0
                 666666,5.0
课程组织的不错，学习本课程有利于了解人工智能产业的应用。有收获。,5.0
内容安排合理，课程内容丰富，受益匪浅,5.0
很不错的课程,5.0
能够接触人工智能的产业前沿，对以后的工作很有帮助,5.0
"内容还不错，只不过不知道系不系统，感觉还可以，能学到一些东西
",4.0
突然间想学习一下AI，感觉本课程是科普性质重一些！才学了几课，不一定准确哦！,5.0
课程挺不错，可以了解一下人工智能在各行业的应用,5.0
"课程的内容组织很有专业性，问题讲的很透彻，
建议每节课的时长适当的加长些",4.0
通俗易懂！声音有点小，听不清楚，希望后续课程提高音量控制。,5.0
"课程很好 浅显易懂
",5.0
老师讲解的范围广泛 通俗易懂 很适合拓宽视野和初步了解人工智能的具体情况,5.0
"老师讲课水平非常的高，整体框架明确，使人恍然大悟。
",5.0
课程非常贴近现实，能够与时俱进，在AI有了比较全面的了解,5.0
"听起来感觉有收获，深入浅出的。
感觉这种很高级的东西也能和自己有关，土土的人也沾点儿洋气。
期待后面的内容还能这么深入浅出的。
大部分题目出得难易适当，除了附加题有点儿抽象。
总体上，值得持续关注。",5.0
好好好好好好,5.0
角度蛮不错的,5.0
自己暂时为了完成任务，会看ppt《cmu,5.0
纸质证书在哪申请啊,5.0
跪求老师开放证书申请,5.0
我对于人工智能在商业零售、城市交通、AI芯片、人机交互以及金融量化、语音识别等领域最前沿的应用成果等方面有了更深入的了解，感谢老师们的辛苦付出。,5.0
架构清晰 有干货不罗嗦 好评,5.0
官方出品必属精品,4.0
理论知识讲的还蛮清楚，以前对数字营销的手段都是割裂开来看的，现在会当做是品牌曝光到产品售卖出去一个全链路都需要做的功课。,5.0
还没开始学，发现可以直接考试我就去试了一下结果60分毕业了,3.0
超预期 值得多看几遍,5.0
课程结构化、实践性强，非常感谢谷歌带来这个系列。,5.0
简单易懂，结构清晰，只是若想考试及格还需要认真学习，做笔记查资料等，可以说学过这门课程后收获很大！,5.0
感觉和目前的工作有很多相似的地方，但感受到了不同，和大学的时候学的search engine optimization相比有了更广泛的拓展~,5.0
比较基础的入门课程，学起来不会很吃力,5.0
这个真的是很棒哎,5.0
听课方式非常方便便捷，课程内容也干货满满，要反复听几次。,5.0
确实挺好的，快速的建立起对谷歌广告架构的基本认识。期待有更高阶的课程,5.0
非常棒的课程，框架清晰明了，还会通过例子加深理解，很棒,5.0
我是做服务型外贸的，一直都不知道该怎么推广自己的公司，相信学习完这个课程会对今后的推广工作有很多大的帮助,5.0
十分受益，清晰明了，更有丰富生动的例子去理解广告产品和解决方案，超赞！！！,5.0
简单易懂，能够帮助初学者快速掌握各个环节要点。,5.0
收本次学习益良多，还能在以后的招聘中加分，非常棒,5.0
有新意，有趣味,5.0
很好，能学到许多，也能激励人继续学下去,5.0
架构清晰，简单易懂，对零基础的人来说太友好了，希望多出这样类似的课程,5.0
这门课主要是实训。尽管是入门课程，还是要理解基本的深度学习算法，并且对Python比较熟悉，建议先学习基础的深度学习算法，搞懂其中基本的概念和算法原理再学习容易多了。,5.0
使用keras真的是太方便啦！！！而且tf2比以前tf1也优化了好多，代码的阅读也清晰多了,5.0
从数据的导入处理到模型的创建使用，全是干货，优雅的代码，清晰的解释。我学习到很多建模调参及可视化技巧，谢谢老师们无私的付出！特别佩服你们把代码公开的这种大方气魄，要是我的代码，肯定会收着捂着，生怕被人拿去用【捂脸】,5.0
非常好，结合实例讲解，学起来非常快，也很容易理解，感谢分享，但是不晓得怎么解决团码填写问题？是否影响申请证书,5.0
"进度很快, 细节方面需要自己花时间弥补, 对于实操方面确实是很好的课程",5.0
本次课程重实践，代码解释也非常详细，对初学者非常友好，这个课程是真的能帮到新手快速入门,5.0
TensorFlow 入门实操课程是TensorFlow官方的课程项目，难得的机会，继续加油,5.0
非常好的一门课，正愁怎么学TensorFlow呢，希望能收获满满,5.0
非常难得，感谢TensorFlow官方能提供这么好的一个平台，对开发者帮助很大，相信能通过这个课程轻松入门TensorFlow ，期待后续进阶课程！,5.0
通俗易懂，一天肝完,5.0
作为一门免费的Tensorflow2.0课程讲的很不错，很系统，知识点比较细。相比较于市面上的很多所谓的培训课程而言，这门课程干货比较多，知识讲解和实战配合也比较贴合，能够快速引导进行项目实战开发。需要亲手码代码，这样才进步比较快。对于想入门Tensorflow的同学而言，是非常值得推荐的课程。,5.0
知识讲解比较系统，知识点能够讲解的贴合实际，容易上手。对于TF2的学习来说，实战性是比较强的。学完前四部分基本能够较快的上手做项目。实战案例和扩展知识一定要亲手操作，这样才能切身体会，进步较快。,5.0
零基础需要先学习python，numpy，深度学习入门课程，我总结了几个数学小知识，有兴趣的小伙伴可以搜索微信公众号：戏码台，入门人工智能所需的数学知识。,5.0
"这个课程将会非常快速的让你入门了解tensorflow框架，所用数据集也很经典。
学习方式:
1.在学习的时候除了认真的跟上课程敲出代码之外，还要在自己的代码上做详细的笔记，笔记格式可以参考markdown语法。
2.除了课程的数据集外，建议大家找一些其他数据集测试模型，你会在过程中遇到各种问题，试着解决他们！
3.保存自己的代码，构建自己的源码库。
",5.0
作为免费的TF2.x的培训课程，太棒了。而且还有一群小伙伴一起学习，相信通过这个课程可以轻松入门TF的。期待出进阶视频。,5.0
特别好特别好,5.0
作为免费的TF2.x的培训课程，太棒了。而且还有一群小伙伴一起学习，相信通过这个课程可以轻松入门TF的。期待出进阶视频 @IT蜗壳Tango 咱们一起，相互监督，学起来！,5.0
听好的 ，但是我觉得这并不是一个好的入门课程,5.0
真的通俗易懂，tensorflow模块的调用方式未免也太优雅了吧！,5.0
"开始学习前：Error，fail，ModuleNotFoundError等各种红色字体
学习后：音吹斯听
",5.0
"11111111111111
",4.0
好。。。。。,5.0
6666666,5.0
"  okokokokok
",5.0
???????,1.0
课程可以的,5.0
有趣的教学方式,4.0
很好....,5.0
我觉得这门课程非常的好，非常的ok,5.0
"学到了很多
",5.0
牛！！！！！！！！！！！,5.0
好好好好好好好好,5.0
.......,1.0
"非常好
非常好
",5.0
非常好，学到了很多计算机知识,5.0
好到我只能给一星,1.0
现学现用，后来远程计算机无响应了。谢谢！,5.0
"666nb
",5.0
我觉得视频太好了，我真的学的好多,4.0
的点点滴滴多多多多多多多多多多多多多多多多多多,5.0
"偶尔听不清老师的发音，其他都还好


",5.0
目前感觉非常棒，各类学科课程都有。,5.0
非常好 很棒,5.0
 这门课程太棒了,5.0
。。。。。。。,5.0
。。。。。,5.0
内容极差.,1.0
内容通俗易懂，很好,4.0
"好好好好好
",4.0
老师很好，课程很棒！,4.0
内容比较空，不太实用，只能说是第一个介绍,3.0
对今后的工作有很大帮助,5.0
"一般的操作
",1.0
了解了先进的人工智能技术，收获很多，喜欢这个课程,5.0
课程非常好,5.0
本课程让我深入了解到未来人工智能对生活全方位的影响,5.0
很好的内容,5.0
受益匪浅 精彩绝伦,5.0
“人工智能”包含的东西很多，涉及范围很广，学习研究起来很难做到深入或广博！,4.0
非常好，受益匪浅,5.0
对于入门课程来说，非常全面和系统化，值得称赞！,5.0
干货满满的课程！,5.0
有用，有用，讲解清楚流畅，图示清晰美观，有价值的课程学习！,5.0
Impressively good!,5.0
非常专业，全面系统，可以快速入门,5.0
课程讲解深入浅出，很棒！,5.0
good   jiayou,4.0
感谢谷歌给我学习的机会,5.0
除了读书以外，很好的提升自我的方式。,5.0
非常棒的学习感受！,5.0
干货满满！,5.0
课程设计很好，过程很轻松。,4.0
通俗易懂的讲了谷歌线上营销,5.0
课程内容好，老师讲的也很全面,5.0
很有用的课程,5.0
"就是测试题目有点出其不意啊
",5.0
非常有价值的课程,5.0
哇好棒啊！！！,5.0
非常接地气，期待更新,5.0
讲的很清晰，很适合初学数据营销,5.0
不错的入门课，希望能够增加需要动手coding的作业而不仅仅是过一遍视频里出现的notebooks,5.0
深入浅出 很适合新手入门,5.0
"平台提供的在线实训平台很好用,老师的课程也很棒,兼顾专业与通俗易懂.",5.0
课程内容比较实用，注重实战，讲的比较细致也比较系统。,5.0
very good.,5.0
课程非常有趣，讲得认真细致。还有云环境供大家动手和测试，太贴心。,5.0
课程非常好。开头很基础，逐步深入走向进阶，对于初学者非常友好，老师也讲解地面面俱到。课程设计地很用心！！！,5.0
"很好哎，给力！！！tensorflow 加油。
",5.0
"前两期都参加了，第三期继续走起，我们的征途是星辰大海。
顺手在此点赞就更好了",5.0
兴冲冲的参加这次的tf入门课程，虽然有过一些认识，但是不算精通，这门课程至今觉得还是不错的，由浅及深的介绍，还有配套的数据集作为实操学习，对于入门确实不错，值得推荐！,5.0
好好学习，TensorFlow还是很有市场的，加油吧,5.0
说易于理解的估计多半是有一定基础的人了。真实情况是，对于机器学习完全陌生的人来说根本就看不懂，对这方面的小白友好度很低。作为入门学习，这门课程明显是不合格的，很多相关的概念描述得很模糊，都是一遍带过的程度，收音设备估计就是笔记本的麦克风还是啥的，忽大忽小，有时候都还听不清。,2.0
嗯。。我相信老师自己是懂的 但讲出来的感觉很生涩,1.0
还在摸索中,5.0
讲的通俗易懂,5.0
老师讲的还不错,5.0
"大学里就上了赵老师的课，很精彩，今天继续学习赵老师讲的新知识。
感觉很好。Keras很方便，AI很强大，由衷的感谢赵老师。",5.0
非常好的课程，深度学习，收获良多！,5.0
老师讲的通俗易懂，很适合入门学习,5.0
