comment,sentiment
为什么看不了,0
第七章内容与标题不符合，老师讲的好像都是数控编程指令，并没有讲CAD/CAM自动编程,0
感觉都把握不到重点，老师光读PPT表示难以接受,0
"蔡永林老师的课程有很大的提升空间，声音也不是很合适，一些概念含糊其辞,还是希望老师能把其中的一些概念和试题更生动的讲解，而且一些课件上的内容并没有讲到。",0
很喜欢老师的讲解，由各家学派的观点，有自己的见解。尤其是，老师的讲解，详尽，到位，听着很愿意听。,0
"感觉非常棒
",0
请问我都测试了，当时都看到成绩了，怎么现在没有显示测验成绩了？,0
什么标准答案啊这是,0
浪费时间的课程,0
差评，提前截止,0
特别棒，想知道从哪里能下载下来，让学生们看看,0
很好，就是内容没有下文。,0
超过时间就不能提交，让我怎么做题目，明明还没有过评分时间。一颗星都不想给。,0
"我是来学习如何吃的营养的，不是来学所谓冠冕堂皇理论的，不喜欢这门课
",0
学习进度不更新,0
太假太空太大,0
未按照约定时间期末考试 提前截止考试,0
"了解了一些软件的用法及技巧
",0
"系统经常崩溃，考试无法重新提交
",0
视频速度稍慢,0
基本就是念PPT,0
真的很有收获,0
感觉老师起的作用就是把PPT上的文字如机器人一般的念一遍，醉了。。。。。,0
"内容很完整
",0
每天进度不都一样，不管怎么样都和进度对不上真的醉了,0
讲解不够详细,0
老师古板，完全按照讲义读，没有实际举例，发音不标准导致不知道老师在读什么,0
没有课件，讲课还干巴巴的,0
今天几点开课？,0
交概，加油，奥里给！,0
"咳咳有待提高
",0
对自己，对未来的人生有新的认识，看法‘。,0
明明全学完了为什么还是显示差两个课时？？？,0
劳资太阳你仙人板板,0
感觉课程讲解不是那么详细,0
"学的心累，没有课件

",0
题出不来，头疼,0
网站做的垃圾，非常失望，提交系统做的也很差，提交了却现在显示没成绩，浪费时间,0
讲的很糙！我不知道下面说讲的好的人是不是都是同班同学或者是老师的学生！飞机的设计机长的各个比例？飞机机翼跟尾翼的距离机头的长度都没讲清楚，还有飞机的动力配置电调多大电机大多电池多少c多ma，飞机的下拉角，飞机的抗扭角是多少？总得来说比较失望！,0
理论深度很深，但是是不是有实际的应用呢？,0
为啥查不了成绩,0
发v准备阿尔,0
"我觉得很好
",0
网课虽然方便，但是有些敷衍了事，起不到学习的目的,0
"其实，这门课程有点套路化了，能多一点不同的方式更好，比如不同调音阶的模唱等
",0
比较容易吸收,0
老师的普通话有待提高，感觉听不懂,0
太不行了，有的老师普通话都讲不好。能不能在讲的同时放ppt，不要讲着讲着ppt没了，全是老师的头像，谁要看老师长得什么样。,0
照本宣科，读ppt,0
没有发布证书的申请信息~失望,0
读提示屏幕都读不好的老师的课程为什么能成为国家精品课呢？,0
"第一：公式推导讲的太快，根本听不明白，就算把播放速度放慢也来不及看。
第二：有的内容一带而过，但是这些内容本身是对后续公式有重要作用的，没有突出重点。
第三：本来讲的就已经够快了，而且没有按照书本进行，这样非常不利于学生在后期自行复习、消化和巩固，建议要么就换参考课本，要么就按照课本进行调整。
总结：对初学者非常不友好，本课程更像是期末考试前的知识点复习，可能有利于已参加过系统学习的学生进行复习使用。",0
图纸很多错误，学长好好学习制图,0
很多看了的但是没显示看完，而且点过的内容在手机上没变灰,0
为什么证书要钱，还那么贵,0
啊啊啊啊啊啊啊啊啊啊,0
老师关闭了课程，无法再查看，参加了期末考试，75分，最后为什么没有分数呢？,0
这些内容从另一个方面讲解了知识，使我认知更加深刻。,0
课程有趣，讲解充分,0
上课内容和测试内容无关，浪费学生时间，出题诡异，咬文嚼字，没有意义的测试题，为了应付而出，刁难学生，希望能够改进,0
无法查看课程相关资料，闪退频率高，及其影响使用，搜索引擎无法搜到课程,0
垃圾网站，QQ邮箱没法登陆你绑定个屁！,0
打开测验没有内容导致测验时间一直拖延 真正测试的时间只有不到3分钟,0
以下均是一个学生对这种垃圾课程的严肃反问：这是什么鬼课？什么主讲老师？随便整了一个那种机器人，全程没断句的给人读视频上边的内容......就完事了？我希望官方可以有人来制裁一下这种课程！！！！,0
我看了视频，怎么视频的进度没有没什么变化,0
"如果为了公开而公开，还不如别上慕课了！
这声音，建议平台要负责任审核！",0
给一星都嫌高，谁能真正学进去？！作业写对了还给错，寻我开心！！!,0
声音太魔性了,0
学习效果不太好,0
非常喜欢词课程,0
"那个分数严重差错,按照那个分数的比例完全不应该是那样，已经影响到了学科成绩，请给个说法。",0
可以讲点实际的吗？,0
为什么我通过考试我的成绩是优秀，怎么不能申请证书呀？,0
"视频录制的不清楚
",0
我tm学nm,0
无意义的东西浪费时间,0
收获很大，值得学习,0
播过的为啥不能播了,0
非常好的课程，有视频讲座、ppt文本、模拟诊病、专家访谈等，受益匪浅。,0
讲的一般，尤其公式方面，什么由4导入5，得出6，根本不仔细讲，很难理解。,0
感受很深 对医疗行业有了更深的认知,0
没有一键下载?,0
占用太多内存。,0
真不错，很实用,0
老师思维不开阔，经验不足，反复强调运动之类的效果，可能限于老师自身的经历吧。我读研期间常常感到自责内疚强迫，当时咨询的老师就像这里一样，但别说有效了，连正常的信任都没有建立，更别说有效治疗了，幸好后来遇到一个能够体会我的咨询师,0
"为什么会有这么垃圾的mooc啊？能审核一下吗？这也能当老师？如果念ppt就能讲mooc的话，我也可以
太垃圾了，建议下架",0
我真的有点失望啊,0
了解疫情带来的影响和如何防范,0
剪辑得不行，ptt和人没有兼顾，不知道在讲哪里。,0
"觉得讲的不太好，不看了
不过还是感谢",0
完全照着PPT念，我上我也行,0
课程非常的有趣,0
"差评！为啥换了截止日期而不提前几天说？
今年疫情，这个网上学习是要占期末成绩的！哭了   
",0
小小261217了,0
照着PPT念的，还是看教材吧，教材都比这详细,0
学完课时也不更新 一直不知道怎样算学完,0
不人性化，考试上传东西都上传不上去。还有时间限制就3分钟，我唱歌3分钟，那还有时间去上传 ？？？？？？  一辈子不如钉钉,0
第三题的轴向导热定义不明确，什么是轴向？,0
"没有老师指导
",0
"一般一般一般

",0
逍遥游方内方外启发很大,0
很好！！！！！！,0
很好，学习效率高,0
作业互评的界面非常难用，赶不上评分，垃圾垃圾垃圾,0
我不喜欢这种网上授课方式，视频过长，砍了前面容易忘了后面。,0
受益匪浅，棒棒哒。,0
希望老师先熟悉课件再进行讲授。旁边的老师琴技很好，但是如果课件念得错漏百出可以先熟悉熟悉再进行讲授,0
老师讲的太快，而且知识点只是罗列一下并没有深入讲，不容易懂，不好,0
互评开放时间太短！并不是每个学生每天都有空盯着这个用户体验极差的网站看！,0
学习中医理论，掌握些知识，开拓眼界,0
"第二章的讲解老师可以出来一下吗？你那个界面这莫小，眼睛看瞎，都看不清楚
",0
擦吗1555,0
视频顺序错乱，不知道是为什么呢？,0
我怎么感觉全是在念PPT啊，讲得很机械,0
好烂的课程 无语,0
老师讲课生动画面也很有趣，但是语速过快，学生不易反映过来，不利于学生的更好地记住和学习，同时老师课多注重讲课，并无太多的具体操作，不利于学生的实践,0
通过学习，受益匪浅,0
很不满意，很多课程考核都出过了,0
"排版不行，让人费解
",0
"偶尔教学中跳了一些步骤,没接触过不会操作导致卡壳去其他地方找教程非常难受,图纸偶尔有错误.",0
我就不明白这有什么用,0
我的思想道德修养和法律基础得到了发展,0
感觉老师对于庄子的学说没有自己的见解，只是翻译庄子。还是比较欣赏蔡璧名讲的。,0
讲述简明扼要，突出重点,0
听不懂。。。。,0
"开篇第一句就说错，踣念bo(第二声)，不念fu，老师的功底真是深厚，佩服！之前还听过宋神宗赵顼（shuo,念成第二声），实际是“帝颛顼高阳者”，念xu。哎，都是一群不备课，不负责任的教授在上课，怎么混上副教授的？添着脸在这评说上古先哲，dyson吹风机给你的勇气？",0
"很失望啊！
    1. 最基本的来讲，字幕错误太多，尤其到后来全是乱码了；课件顺序也是乱的。没人负责校对吗？这有损山大，有损谭教授严谨治学的形象吧！
    2. 庄子的思想是比较难理解的，老师吐词太快太含糊了，严重影响理解。
    3. 课程看来是多个视频剪辑成的，但视频切换没有个过渡，就跳到下一个话题了，让人一头雾水。
    总之，先不说内容，仅就制作来讲，这个课程比较粗糙。",0
一节课卡十几次,0
柔弱胜刚强，一般会认为以柔克刚。,0
强制学生学习,0
我想说没中译吗？你巴拉巴拉说完了 我一脸问号,0
真的不知道用什么来形容,0
老师谈得谱子我看不懂。这个课程我是毕业不了了。,0
非常喜欢课堂实录的形式，思修课里最好的,0
循序渐进，生动形象，老师讲得好！值得学习。,0
看课件更容易懂，对期末复习很有用。,0
"不想考试
啊",0
这也能上慕课？？别砸了学校的招牌,0
什么鬼？不停闪退，还登不就去？一直让我重新注册，看个课这么难吗？,0
垃圾板书，干涩枯燥,0
通过学习，提高了教育教学能力，谢谢老师。,0
一、错字连篇。二、不庄重。三、事例乱举。四、教学不严紧。,0
"
Python新手3群【881228581】群内有安装包和学习视频资料，零基础，进阶，实战免费的在线直播免费课程，希望可以帮助你快速了解Python，欢迎加入群获取永久免费听课权限
",0
没意思，这些东西聊有意义吗,0
单元测试截止时间不一样？！,0
学不懂学不明白,0
我想复习！！！！老师！！！！！能不能开启，我后天要考试了,0
没有分享课件或者讲义，讨论区询问老师也没有回复，人性化程度低，不方便学习。武老师讲课过于理论化，也没有解释。,0
老师关闭内容，导致后面想复习的同学根本打不开,0
老师对OpenGL 相关的API讲解一点都不细致，虽然这不是一门OpenGL课，但这门课也没有写着“自学玩OpenGL再来”，而是写着两者相结合，完全唬人啊，这样弄个导致学习效率完全高不起来。而且老师，为什么有时候您在讲着PPT上的某一个公式推导，突然又跳出了一个另的公式，和您却还在讲上一个公式，思路瞬间被拉走了，不得不回看，这种状况还出现了好几次，剪辑人的锅？,0
"我怎么哪些课程学习了哪些没学习，不应该区分一下吗？
",0
感觉老师教得好累的……,0
网课效率真的很低,0
视频挺不错的，但是每次暂停“啪”的那一声无法接受，令人反感，总会被吓到,0
不生动。就照着稿子来念。,0
请问第五次开课是明天什么时候  具体的  ,0
我的第三次互评作业，第二题和第三题都是对的，两个居然是零分,0
内容很肤浅，PPT念的真6音质还巨差，填空题巨坑，拉一下低分防止大家浪费时间,0
是不是视频都剪辑了来着，怎么都不详细了。,0
看好几遍进度条不动弹，老师还查，绝望了，啥软件啊,0
一般般   ,0
ppt打天下,0
拉闸拉闸拉闸,0
我的进度不动,0
课程内容非常好，很有教育意义,0
不知道怎么算完成章节的学习，,0
有个视频看了不给计算上，一直不良绿色的,0
"其中含有着急、挂念、忧愁、紧张、恐慌、不安等成分而抑郁，则是长期焦虑悲伤无法释放的一种状态，失去了感受快乐的能力，我们正面接受自己的不完美，正视自己的焦虑，才能找到方法去释放
",0
是否萨芬撒点过分的是给发几个分,0
辣鸡软件，要不是学校要求，谁会下载啊，刷个课时，到了59硬是刷不上去，客服就跟没有一样，为什么不能打零颗星？,0
"对这个老师讲解的庄子很不认同,感觉她自己都不知道庄子是何许人吧.这样的课程误人子弟",0
第十周的课莫名其妙消失了,0
网上mooc浪费时间，还没学到东西,0
感觉老师对一些概念几乎都是按照课本念的，没有在黑板上具体讲解一些概念，让人难以理解。,0
"为什么课程结束就关闭了！
本来想在学校期末考前再刷一遍网课，就把课程全部下载下来了，这倒好，说是关闭课程，连下载的网课也一并清除掉了！！！
为什么不能再回顾课程，而且学习过该课程的同学不能回顾真的是太不地道了！",0
真心话，讲得一般,0
我弄完了为什么只有19个课时？,0
认认真真每个都看了然后完成度还是不够,0
课程讲的还可以,0
相关课程阐明清楚，但是进度慢于上课进度，mooc课程要求与理论教学要求有一定差异，让人有点烦恼,0
看不见课件啊,0
某些测验的答案明显是错误的，填空题答案如同天马行空。这种慕课还不如自己看书，真对不起国防科技大学的名头！,0
为什么老是有个人在嗯嗯嗯得发出声音，既然要录慕课，你不知道保持安静吗，这样看视频真的很烦！,0
使用谷歌浏览器，因为flash的关闭而无法参与部分课程,0
"需要与线下教学相结合
",0
爷笑了，武汉人吃蝙蝠，关我们江苏人什么事？,0
已经把视频内容全刷完了，但是却没显示我刷了多少,0
了解到了一些之前不知道的,0
我在上北京中医药大学的课，讲得非常清晰明白，课程编排合理，非常棒的平台。    ,0
内容很实用！,0
作业就不能一次性都放出来嘛?期末考试都考完了我还得隔三岔五来看看有没有更新题目？？？,0
我们不仅享受了知识沉淀，还被它的魅力深深吸引。,0
此次在慕课学习中收获很大,0
很多课程还是蛮实用的，老师讲得很精彩。,0
建议提供功能，让同学们能够查看到自己的学习时间和学习进度，避免因为后台问题导致老子得不到分,0
课件幻灯片数量太少了，无法还原课程,0
"课程很不错

",0
不习惯网上作业，容易忘记做这里的题。,0
学而知不足，好好学习,0
老师讲得一般般,0
滚滚滚滚滚！！！！,0
收获很大，谢谢老师,0
搞什么网课，毫无意义,0
课件出问题，定义也不要写清楚，只在特定情况带出其中意思，很片面，难理解,0
"感觉在
念书本",0
不知道这种课程放上来有何意义？是为了凑数吗？或者是任课老师为了完成所谓的“公开课”任务？一字不差的念PPT有意思吗？老师是怕我们不识字？那可真是太贴心了~,0
"一点都不好
",0
听力提高了不少,0
更的真好好好好好（慢）,0
客户关系管理，为日常工作提供了新思路，同时结合国内外的实例将理论简单化，变得通俗易懂。,0
学习是我快乐,0
学习效果太好了,0
考试都没通知的,0
破，缺课时。看不了,0
"看完了，不显示完成
题做了，没显示",0
课程深入浅出，很有实用价值。赞,0
声音太小，画面遮蔽课件，能做的再糙一点吗，能有点基本的认真态度吗，能看一下录制的效果吗！,0
感觉对自己的学习帮助不是很大。,0
没有声音啊，怎么听？,0
很好的课程·,0
"Multisim讲的过去粗糙，不够细
",0
内容丰富实用,0
系统不稳定，内存神器,0
很好 受益匪浅,0
没有电子证书,0
看书好过听您念。,0
念PPT有毒,0
有书的同学看一下书就知道这老师完全是在照着书念，也不知道这么多5星评价都是哪来的，水军吗？没有PPT以供复习，没有证书。（答疑区老师专门回复了有证书，然后结课了也没有考试，也没有证书）,0
真是丢华科的人,0
课程录制效果差，有的内容根本听不清。重点不突出，上课跟聊天一样，,0
为什么我全部学完了也考完试了，却显示只有14个课时呢？怎么样才能24课时呢？请问,0
让我了解了更多的知识,0
就是在念提词器，还有的老师方言口音太重,0
测验答案迂腐至极，根本没考虑线上学习的特点。老师讲课照本宣科，毫无新意，实在辜负我们等了这么久的时间！,0
传说中的PPT老师，填空题极其不靠谱，慎选,0
很不错，好好学,0
声音实在听不到,0
？我看了这么久的视频 一个进度也没记上 去死,0
居然留作业，太垃圾了，再也不用了,0
老师讲课节奏适中挺好的,0
一般般就那样,0
奈斯很好很棒,0
讲阮粒的那个老师不但发音让人抓狂，声音小的可怜，声音开最大听不见,0
课时太少，学习不够深入。,0
"进度看完不显示
",0
"又卡又要上，服了
",0
"我发现慕课上老师的课都是照着ppt念的。只是一个视频，不能帮助学生正确的理解知识点。
",0
系统太不稳定，老是闪退,0
人人都是艺术家，这是博伊斯说的，感觉他的作品毫无品质可言。曲老师的绘画是一次思考，曲老师的思考是一种绘画。哈哈哈。,0
通过学习这门课程，我学到很多知识，很有用！！,0
受益匪浅，选到了还能多,0
斤斤计较军军,0
测试截止时间太早未来得及做,0
内容丰富但想学到更多。。。。。。。。。。。。,0
很好的课程。非常好,0
课件没做好吧 ，听的不是很清楚,0
过于简略，看不明白,0
照本宣科之典范也！,0
知识点讲解不全面，衔接过程生硬不连贯。讲解速度快而内容几乎和PPT无异，缺乏深度，照本宣科。,0
课程内容杂乱无章，明明反应机理部分却要讲反应器设计，反应器设计又回头讲机理。到最后形成不了思维体系，课件质量差，字母和上课用的都做不到一一对应。,0
适合复习，很多概念都没讲，直接开门见山,0
作业提交不了,0
我看了好几遍视频，发现这个软件一直没认证我学习完,0
为什么我学了五个课时了？只记录四个？我都刷了三遍了。那我刷这课，不记录这，还有意义吗？？？,0
不好，不好不好,0
"刷了七八遍、还显示我没刷，服了
",0
这老师款儿真大，就念字儿呗，跟谁不会似的,0
为什么什么都看了，进度条不动,0
非常有用的！,0
希望讲述更清楚,0
比上课的体验感差,0
"感受到了实验设计的精妙
",0
考试不能补考啊,0
明明做了绪论考试 却没有分。。,0
感觉吧课时有点紊乱,0
看完了没有证书,0
这对一线教师非常有价值！,0
课程内容很详细，老师讲课思路很清晰，感觉听课后收获很大。,0
对学习法律知识有所帮助,0
"无wwwww
22222222",0
"感觉就像念课本
",0
啦啦啦啦啦啦啦,0
杂音太大了，基本上很难听清,0
相比于线下教学，线上教学PPT有点快,0
ppt读稿 没意思,0
"老师强制要求的   真恶心  不知道讲什么
实验那些错的就直接放出来了
",0
学习时长不能及时更新,0
怎么学完了刷不上进度？,0
超级辣鸡的课程,0
"很好的老师

",0
无无无无无无无,0
"真真太差了
",0
教学很好，只是不太适应。,0
感觉有学到很多法律上的相关知识。,0
看了三遍还是显示未完成 无语,0
理论性的通俗道理。,0
对于这门课程，我深深的感受到了无奈。,0
"收获很多,感觉大车大物",0
照着书念还不念完全，听这个课还不如我看书。我还可以随时停下来思考，真的不知道听课有什么用。,0
太多了吧内容,0
不懂弄这个视频是为了让看老师还是看知识点 为何不把白板全屏显示而还要把镜头拉远看到老师,0
不错，受益匪浅！,0
通过这季节的课程，我获益颇多。,0
讲的很好，容易理解,0
电脑端都登不进来,0
太过细致，没有太大必要,0
进不去哒哒哒,0
中国大学mooc是个鸡脖，我就这么跟你讲,0
"mooc 就是鸡脖
我就这样跟你讲",0
思路清晰，理论到位,0
老师讲的一般吧,0
"感觉讲解的不到位
",0
时间紧任务重,0
蠢                  ,0
觉得没有必要给我们增加这种多余的负担,0
上课的老师们都很端庄，要是再灵活生动一些会更好。,0
这是几点开课啊,0
老师这课有点水啊,0
失望失望失望,0
不喜欢慕课，增加了学习负担，得不偿失,0
不错，讲解详细,0
"糟糕极了！
",0
内容的很差，不知道是不是八个方面给的时间都很短的缘故，听下来只觉得仓促牵强，既然如此还不如就让一两位老师就一两个方面详细地，有条不紊地讲。其中一位老师讲的《自私的基因》，她显然没读过这本书，基因的自私性和人的索取资源的自私作者并没有划等号，还有一位老师引用黑格尔的名言，也显然不知道这句话的原意是怎么样的，引用的不恰当。好的事情讲的不好，让人反感。还有视频的制作水平可能还不如一些网上的营销号。宣传水平还是和我们这代脱节的。,0
提交都提交不了作业，也不整整？每次提交转圈圈转了一年，又回到作业界面，提交提交不了，退出去了又没成绩。,0
垃圾测评系统,0
获取资源没有权限或者不存在。菜,0
课程内容枯燥,0
没看出有啥帮助,0
不想说好，勉强给星星吧,0
学到了很多图书馆历史知识,0
听了冯秀军教授的讲座，既有深度，又有温度，一环扣一环，既具有哲理性，又有教育性！,0
"-【i；里；i】
】",0
我想听课但是老师关闭了内容。。。,0
"感觉很麻烦，看视频，看着看着就本出来一个题
",0
垃圾软件，视频老是找不到,0
除了崩就是崩,0
仅仅是知识的简单灌输，并未进行深入探讨。适合复习用，不适合初学。,0
可以学到很多知识,0
考核时间变化，由于工作原因没有看到，仍然按照7月31日作为最后申请证书时间。有没有补救措施？另外这个时间是可以随时变化的吗？,0
垃圾软件给爷死,0
课是好课，就是网站L J,0
没意思，有点失望,0
打字系统出问题了？连单词都打不出来？？？,0
作业太多我很烦,0
课程视频好长，课后作业好多,0
讲示波器能不能先讲如何使用 不要讲一堆原理，可以放到后面,0
金典国学值得学,0
学了儿科学，受益匪浅！正好可以用在平生的生活当中！,0
刷了课没有记录 很难过 还得刷 还是没有,0
课程很棒哦，老师很优雅，非常走心，不过我是小学生,0
原来感觉很不错，以为能顺利完成学习，结果管理太乱，教程不全，出教程后完成作业时间也过了，前半段学得还不错，只是作业没人改，后半段没法学，等能学又过了时间，浪费精力啊,0
视频总是无法播放,0
实践性不强，主要还是对原理的介绍。建议能多设计一些作业，这样能更好的理解知识，学生也能及时得到反馈。,0
开设课程非常好！,0
庄子的智慧令人愉快,0
"好开心，好有意义
",0
代码讲的很少,0
抗疫时期，希望老师都把视频课打开，我们课通过视频学习,0
关闭了内容，没法继续学习,0
哎，大学生这个词变得。。。,0
太深奥了 听不明白,0
一般般 还讲得过去,0
真的累啊这个课,0
"很好O,好好学习

",0
很好的一门课程,0
如果可以的话 我想给0分,0
花里胡哨华而不实，传说中的PPT女老师,0
垃圾，不好用,0
有点不够具体,0
ppt啥也不是,0
课件都下不下来,0
太空洞了，希望能讲解的通俗易懂，深入浅出。,0
课看完了题并不会写,0
"对着ppt念稿子
",0
还可以啊啊啊啊,0
"内心毫无波澜
",0
细节决定成败，好好一个课程却因为声音小造成败笔！细节把控不到位，影响接收效果，非常遗憾！！,0
一般吧，还行,0
内容丰富 有一些收获,0
学到了很多知识,0
那个男老师，老师讲的好多东西都是错的。真不知道怎么评上副教授得。ppt上写的是一个，他讲的又是另一个。有没有用心啊。女老师讲画图得讲的挺好得。男老师真是粥锅里得一颗老鼠屎。,0
无法做到由浅入深，讲解粗糙，PPT内容错误较多，不建议学习，整体质量过低,0
管理真的差劲，我完课前根本不知道总共几个单元，上新单元时也没有提示，最近复习很紧张，错过了最后的课程期末考试，可恶的是还计分，一下扣了我体育总分4分，我想投诉,0
花了一个小时，用matlab试了一下pdf和所讲的，';'有很多没加，还有很多运行不起来，糟透了,0
"老师都没有通知说一定要马上开始看导致前面的课程都学习不了还没有成绩。差评很差
",0
单就利率部分评价，可参考性比较差，名义利率与实际利率的计算方式讲解并不详细,0
感觉老师讲得太过于简略，很多操作不够具体详细。,0
很烂的课，念PPT都念错误人子弟,0
还好吧 恩恩,0
课程讲的很详细，也很清楚！希望能够加一些工程实际应用的实例进来，就更加生动！,0
下载的视频都看不了,0
该课程学习有助于现在人们做好有效的防护,0
课程突然结课，导致学生看不了分数，严重影响学生的积极性，这样的老师太不尊重学生了。,0
    额不合格，,0
老师讲的都不走心，基本是照着读的，而且重要知识点都没有提一下。没有收获。抱歉,0
内容太少，理论偏多,0
体验感极差   任务点看了也不更新,0
悲哀，真的悲哀,0
我说实话，没什么大的用处，笑死个人,0
看不懂，很费心,0
挺好的....,0
受益匪浅，讲的好,0
应用分屏还有悬浮窗播放希望可以早点出现,0
软器械与科学健身课程在设计上，完全符合我们在校体育教师的业务提升。在本次学习中，我了解了软器械的概述和锻炼目标。收获颇多，非常感谢老师们的辛苦教学。,0
"就 学的不好 老师讲的很好
",0
你能不能不要把那双手晃来晃去的让人非常讨厌,0
"手机端太坑了
",0
这个授课方式很客服 但是还是不如面对面的讨论与交流 老师讲的没问题 我们学的也没问题 就是这个学习内容很难 但是我相信我们能克服,0
还要钱1!!!,0
"方式新颖特别好
",0
"按着PPT念
",0
一直照着ppt读！,0
恕我直言  讲的不怎么地   还讲的磕磕巴巴  没有例题  就念定义   能有多少听懂的,0
第一章一点一，你讲完乘法应当讲除法，但你依旧说的是乘法，讲的过程还有错误更改，讲完说是因为除法所以z2不等于0，也没有给出PPT让我们观看，我感觉在读初中的弟弟过来讲也就这水平了，能不能走点心?,0
闪退，闪退 没话说,0
读ppt，谁都会！,0
这个网页很垃圾  刷半死 进度不变的,0
解答平常的一些事情的缘由，挺不错的课程，就是案例可以再加强些,0
题目选个选项选哪个都是错的，还有的题目答案也是错的！,0
"棒！强烈推荐！
讲授知识脉络清晰，重点突出，突出动手实践能力，有操作录像，有源码，就像手把手教，一步步的带，效果非常好！
作业这个环节信息量很大，很多问题都是在反复查教案、重新听课件弄明白的。课堂讨论也不错！
非常感觉老师们的辛勤付出！",0
课程设置错误，导致无法申请成绩证书,0
对得起打球的青蛙青蛙,0
还不错，就是内容相对书中较少,0
超级反感网课，根本学不到东西,0
学了很久不记录时间，这软件真不行,0
收货很大，得到了很多历史书上不曾学过的知识。以前学的历史还是在初中时学的，一些细节都忘了不少，在这里正好可以重拾这些记忆碎片。,0
"感觉没有用
",0
这个软件比较方便，但我用手机上却有点bug，漏洞比较多,0
"
这课程应该是《道德经》的学术转述吧。一千个人读有一千个道德经，千人读书千人解人，本是平常事。解到这种程度还是不要出来讲课更好吧。建议多从道德经的立意上深入学习后再讲。只听了一节一心开二门。感觉好像“有无”都没有白扯清，感觉很难过！",0
老师讲的很好，受益匪浅。,0
还行吧。。。,0
有啥感受？手机闪退 电脑刷的不算题目交了三四次没反应？我劝你善良,0
"第三課的作業答案不對, ""患者是氣陷証"", 而不是氣不固証。",0
后面的实验，讲得太粗略了，程序都看不清，国家精品课程就这样？,0
老师讲得特别好！！！但是，裁剪太多了吧，这个一星送给剪辑，哼！！！！,0
为什么没有成绩显示,0
一颗星都不想给，真的牛批这老师，学期结束了，出第六周的课件，搞得我拿不了证书，你狠,0
好几道题目答案有误，最后考试与之前测试题答案不一致，基础工作质量有待提高,0
精品课程［数据分析］1.5,0
只会读ppt，呵呵，这老师可真厉害,0
课不错，但作业方面不好，,0
差评，，，，,0
"差评有三点：
1、老师全部在读课件，我需要老师真知灼见的看法，不是看课件，由老师读出来；
2、题目有点多，40分钟做60问题，题目数量有点多；
3、题目所问的问题，老师大多没有说过。我是看公司金融的本质，不是看老师读课件。",0
"感觉学到了很多
很不错
",0
很好很好很好,0
通过学习物联网技术概论，使我了解了很多决以前不知道的前沿知识。,0
垃圾，分数也没有,0
发生异常，分数有错,0
讲得太差劲了，完全就是读PPT，没有讲解实质性的东西。,0
"特别喜欢这个网站
",0
怎么一直不更新呢？,0
学那么久分没算上,0
测试题目答案死板，必须与标准答案一样，干脆都别干其他事了，每天把桥牌课看个几十遍,0
"感觉一般般，还是回学校上课好一点
",0
内容不详细，需要有一定基础,0
学玩这课程，我觉得这课程很好。,0
太乱了看不下去,0
"简直是太水了mooc.
网课我从来都没好好上过，这种教学方式效率极低！",0
单纯念课件，毫无意义,0
很好，设计的很全面,0
可能因为是纯理论的原因，语调平淡无起伏，无实例不生动，如果是在大学教室，我会睡着的。,0
只能说还行吧,0
老师讲的很详细，听了受益很多,0
内容丰富多彩，通过观看慕课我又获取了很多知识。也让我对英语产生了更加浓厚的兴趣。,0
感觉挺好的，就是太简约了点儿。,0
没有讲公式怎么推导的，和念PPT没区别,0
我都快学完了才显示我学了3学时？,0
有一种说法，猪蹄不能美容，不论什么蛋白，消化后都是氨基酸，怎么补充胶原蛋白呢,0
"老师是一个很棒的老师，
但是剪的太碎，指令那里讲的太过笼统
剪成这样，这么高糊的摄像
你们怎么给的5星好评",0
分析非常到位，观点新颖,0
总体感觉不咋地,0
还不错，有助于课程学习,0
怎么用这么一位讲话没有任何激情和变化的教师来讲课？形象一般不说，还表情特别呆板单调，语音毫无变化，还带有典型的陕北或山西交界处的鼻音，标准的催眠曲，绝不打扰学生睡觉的那种，她在教室讲课估计大部分学生都得睡着。实在难以让人有兴趣继续下去。,0
课程内容很好，但是老师貌似没准备好，说起话来结结巴巴的，老师不要紧张呀,0
就挺好。。。,0
没有ppt真的很不方便,0
希望可以把作业互评去掉，有些人随意评分，即使答案正确也给0分，有失公允，还是去掉作业互评更加公平一些。,0
我不是来学英语的,0
有一说一，这个真没什么用,0
没得暨南大学《民法与生活》老师讲得生动，得罪老师了！,0
很垃圾，老师上课都是拿别的学校的课程出来放,0
我发现这个网站太晚了，要是早点知道就好了，感谢老师的辛勤劳动，让我学到好多实用的技术。感谢。,0
希望用中文，,0
我看标题以为着重讲哲学，看了半天全是在讲人生,0
好难～～～～,0
太好，给5星，分5次给,0
很不错，有用,0
对我帮助很大，初步认识了哲学,0
卫生法老师们都上的很好，我也有认真听课，受益颇多,0
不知道为什么按照要求很好的完成了测试和作业，却只有85分，,0
什么魔鬼系统，自动播放下一节课，结果直接就跳过了？,0
内容非常丰富，效果应该很好,0
"垃圾  坑爹的
",0
垃圾，跟书上没半点关系,0
很多细节都没有讲明白啊,0
刻板，教条，照本宣科,0
考核题刷不出来,0
内容丰富，讲授精彩，收获很大,0
